,npi,nppes_provider_city,Recipient_State,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,drug_name,Total_Amount_of_Payment_USDollars,Unnamed: 0,bene_count,total_claim_count,total_day_supply,total_drug_cost,claim_scaled_supply,RevPerPill,SMPerPill,ProfPerPill
235814,1871568915.0,NORFOLK,VA,ELI LILLY AND COMPANY,HUMALOG,6.5,20594374,58.0,230,8888,99780.66,38.64347826086957,11.22644689468947,0.0007313231323132313,11.225715571557156
235880,1871568915.0,NORFOLK,VA,MERCK SHARP & DOHME CORPORATION,JANUVIA,72.03,20594382,15.0,63,2460,20364.31,39.047619047619044,8.278174796747969,0.02928048780487805,8.248894308943092
235946,1871590968.0,CAGUAS,PR,"ABBVIE, INC.",ANDROGEL,2599.67,20631116,0.0,11,210,4222.56,19.09090909090909,20.107428571428574,12.379380952380952,7.728047619047622
236040,1871590968.0,CAGUAS,PR,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,23.2,20631194,0.0,48,1500,13441.54,31.25,8.961026666666667,0.015466666666666667,8.94556
236041,1871590968.0,CAGUAS,PR,ELI LILLY AND COMPANY,TRADJENTA,109.09,20631194,0.0,48,1500,13441.54,31.25,8.961026666666667,0.07272666666666668,8.888300000000001
236228,1871590968.0,CAGUAS,PR,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,87.0,20631185,33.0,143,4410,39724.15,30.839160839160837,9.007743764172336,0.019727891156462583,8.988015873015874
236322,1871590968.0,CAGUAS,PR,MERCK SHARP & DOHME CORPORATION,JANUVIA,3181.64,20631160,0.0,15,450,3960.06,30.0,8.800133333333333,7.070311111111111,1.7298222222222224
236416,1871595116.0,LA CROSSE,WI,NOVO NORDISK INC,LEVEMIR,2400.0,20640204,0.0,34,1166,6814.83,34.294117647058826,5.844622641509434,2.058319039451115,3.7863036020583194
236477,1871605527.0,WEXFORD,PA,"ABBVIE, INC.",SYNTHROID,21.53,20654403,263.0,1162,70396,48046.0,60.58175559380378,0.6825103699073811,0.00030584124097960113,0.6822045286664015
236525,1871605527.0,WEXFORD,PA,ELI LILLY AND COMPANY,FORTEO,21.67,20654370,0.0,12,414,17370.65,34.5,41.95809178743961,0.05234299516908213,41.90574879227053
236573,1871605527.0,WEXFORD,PA,ELI LILLY AND COMPANY,HUMALOG,11.94,20654376,14.0,47,2184,28301.99,46.46808510638298,12.95878663003663,0.005467032967032967,12.953319597069598
236621,1871605527.0,WEXFORD,PA,SANOFI AND GENZYME US COMPANIES,LANTUS,16.38,20654384,22.0,66,2937,22727.32,44.5,7.738277153558053,0.005577119509703779,7.7327000340483485
236669,1871607424.0,PLANO,TX,"ABBVIE, INC.",ANDROGEL,11.75,20655862,0.0,38,1404,20598.44,36.94736842105263,14.671253561253561,0.00836894586894587,14.662884615384614
236702,1871674192.0,BERKLEY,MI,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,1863.4,20684617,0.0,32,1680,13322.5,52.5,7.930059523809524,1.1091666666666666,6.820892857142857
236767,1871681759.0,HAMMONTON,NJ,"ABBVIE, INC.",ANDROGEL,106.29,20689454,12.0,41,1866,22555.52,45.512195121951216,12.087631296891747,0.05696141479099679,12.03066988210075
236844,1871681759.0,HAMMONTON,NJ,"ABBVIE, INC.",SYNTHROID,4.41,20689515,37.0,137,9898,4857.97,72.24817518248175,0.4908031925641544,0.00044554455445544556,0.49035764800969894
236921,1871681759.0,HAMMONTON,NJ,"AUXILIUM PHARMACEUTICALS, INC.",TESTIM,177.92999999999995,20689516,0.0,13,600,8487.05,46.153846153846146,14.145083333333332,0.2965499999999999,13.848533333333332
236998,1871681759.0,HAMMONTON,NJ,BRISTOL-MYERS SQUIBB COMPANY,BYETTA,16.2,20689459,16.0,58,2214,25927.19,38.17241379310345,11.710564588979222,0.007317073170731707,11.70324751580849
237075,1871681759.0,HAMMONTON,NJ,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,61.95,20689507,19.0,79,3146,26341.88,39.822784810126585,8.373134138588684,0.01969167196439924,8.353442466624285
237152,1871681759.0,HAMMONTON,NJ,ELI LILLY AND COMPANY,HUMALOG,16.25,20689474,38.0,157,8029,85110.38,51.14012738853504,10.600371154564703,0.0020239133142358947,10.598347241250467
237229,1871681759.0,HAMMONTON,NJ,ELI LILLY AND COMPANY,TRADJENTA,8.46,20689517,14.0,69,3256,26795.78,47.18840579710145,8.229662162162162,0.0025982800982800986,8.227063882063883
237306,1871681759.0,HAMMONTON,NJ,NOVO NORDISK INC,LEVEMIR,57.72,20689487,0.0,30,1234,14395.35,41.13333333333333,11.665599675850892,0.046774716369529984,11.618824959481362
237383,1871681759.0,HAMMONTON,NJ,SANOFI AND GENZYME US COMPANIES,LANTUS,17.86,20689485,27.0,83,3445,28245.39,41.506024096385545,8.198952104499273,0.005184325108853411,8.19376777939042
237460,1871681759.0,HAMMONTON,NJ,DAIICHI SANKYO INC.,WELCHOL,11.29,20689523,18.0,71,3646,35067.28,51.35211267605635,9.618014262205156,0.003096544157981349,9.614917718047174
237537,1871694646.0,HATTIESBURG,MS,"ABBVIE, INC.",ANDROGEL,53.04,20700627,0.0,16,465,7273.36,29.0625,15.64163440860215,0.11406451612903226,15.527569892473117
237633,1871694646.0,HATTIESBURG,MS,DAIICHI SANKYO INC.,WELCHOL,75.18,20700713,0.0,51,1890,16698.68,37.058823529411775,8.835280423280423,0.03977777777777778,8.795502645502646
237729,1871694646.0,HATTIESBURG,MS,ELI LILLY AND COMPANY,FORTEO,44.1,20700650,0.0,12,360,15700.7,30.0,43.613055555555555,0.1225,43.49055555555555
237825,1871694646.0,HATTIESBURG,MS,ELI LILLY AND COMPANY,HUMALOG,29.090000000000003,20700658,65.0,288,10246,120781.75,35.576388888888886,11.78818563341792,0.002839156744095257,11.785346476673825
237921,1871694646.0,HATTIESBURG,MS,NOVO NORDISK INC,LEVEMIR,12.34,20700674,12.0,55,1722,30101.98,31.30909090909091,17.48082462253194,0.007166085946573752,17.47365853658537
238017,1871694646.0,HATTIESBURG,MS,NOVO NORDISK INC,NOVOLOG,35.14,20700693,58.0,265,8595,128306.25,32.43396226415094,14.928010471204189,0.004088423502036067,14.923922047702153
238113,1871694646.0,HATTIESBURG,MS,SANOFI AND GENZYME US COMPANIES,LANTUS,67.92,20700672,86.0,414,14552,177978.8,35.14975845410628,12.230538757559097,0.004667399670148433,12.225871357888948
238209,1871742148.0,JACKSONVILLE,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,27.13000000000001,20713859,0.0,12,660,5253.39,55.0,7.959681818181819,0.04110606060606062,7.918575757575758
238238,1871742148.0,JACKSONVILLE,FL,ELI LILLY AND COMPANY,HUMALOG,32.62,20713838,0.0,30,1451,21351.95,48.36666666666667,14.715334252239835,0.02248104755341144,14.692853204686424
238267,1871798579.0,SUMMIT,NJ,"ABBVIE, INC.",ANDROGEL,13.68,20728794,0.0,13,828,16450.82,63.69230769230769,19.868140096618358,0.01652173913043478,19.851618357487922
238303,1871798579.0,SUMMIT,NJ,ELI LILLY AND COMPANY,HUMALOG,16.05,20728803,0.0,56,1802,28948.16,32.17857142857143,16.064461709211987,0.008906770255271921,16.055554938956714
238339,1871798579.0,SUMMIT,NJ,MERCK SHARP & DOHME CORPORATION,JANUVIA,10.42,20728806,19.0,77,5130,42188.75,66.62337662337664,8.223927875243664,0.0020311890838206627,8.221896686159843
238375,1871798579.0,SUMMIT,NJ,SANOFI AND GENZYME US COMPANIES,LANTUS,58.26,20728807,0.0,11,752,5957.17,68.36363636363636,7.921768617021277,0.07747340425531915,7.8442952127659575
238411,1881608545.0,JUPITER,FL,ELI LILLY AND COMPANY,HUMALOG,32.59,20747322,17.0,64,2776,27067.1,43.375,9.750396253602306,0.01173991354466859,9.738656340057638
238485,1881608545.0,JUPITER,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,17.02,20747365,0.0,23,990,7991.36,43.04347826086956,8.072080808080807,0.017191919191919192,8.054888888888888
238559,1881620458.0,NILES,IL,ELI LILLY AND COMPANY,HUMALOG,17.95,20760546,20.0,56,1988,16296.76,35.5,8.197565392354125,0.00902917505030181,8.188536217303824
238647,1881646180.0,LITTLE ROCK,AR,SANOFI AND GENZYME US COMPANIES,APIDRA,11.84,20791731,0.0,11,275,6841.02,25.0,24.876436363636365,0.043054545454545456,24.83338181818182
238648,1881646180.0,LITTLE ROCK,AR,SANOFI AND GENZYME US COMPANIES,APIDRA,46.26,20791731,0.0,11,275,6841.02,25.0,24.876436363636365,0.16821818181818182,24.708218181818182
238771,1881646180.0,LITTLE ROCK,AR,ELI LILLY AND COMPANY,HUMALOG,18.64,20791748,29.0,120,4602,52061.05,38.35,11.312700999565408,0.004050412863972186,11.308650586701436
238833,1881646180.0,LITTLE ROCK,AR,NOVO NORDISK INC,LEVEMIR,30.53,20791759,0.0,16,480,7731.44,30.0,16.107166666666664,0.06360416666666667,16.043562499999997
238895,1881649432.0,OLNEY,MD,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,108.88,20796156,0.0,19,701,9202.62,36.89473684210526,13.12784593437946,0.155320970042796,12.972524964336664
238920,1881649432.0,OLNEY,MD,"SANTARUS, INC",GLUMETZA,39.68,20796160,0.0,17,750,12993.12,44.11764705882353,17.324160000000003,0.052906666666666664,17.271253333333338
238945,1881654267.0,LONE TREE,CO,"ABBVIE, INC.",SYNTHROID,1776.0000000000002,20803482,34.0,140,5677,4280.02,40.55,0.7539228465738947,0.3128412894134226,0.44108155716047215
238958,1881654267.0,LONE TREE,CO,ELI LILLY AND COMPANY,HUMALOG,43.68000000000001,20803473,14.0,63,2390,26827.76,37.93650793650794,11.225004184100417,0.018276150627615066,11.206728033472801
238971,1881691152.0,ALBANY,NY,"ABBVIE, INC.",ANDROGEL,11.19,20858639,0.0,19,1040,14933.36,54.73684210526316,14.359,0.010759615384615385,14.348240384615385
239074,1881691152.0,ALBANY,NY,ANIMAS CORPORATION,INVOKANA,40.39,20858675,11.0,29,1272,11121.54,43.862068965517246,8.743349056603774,0.03175314465408805,8.711595911949686
239075,1881691152.0,ALBANY,NY,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,30928.489999999994,20858675,11.0,29,1272,11121.54,43.862068965517246,8.743349056603774,24.314850628930813,-15.571501572327039
239076,1881691152.0,ALBANY,NY,"LIFESCAN, INC.",INVOKANA,22.11,20858675,11.0,29,1272,11121.54,43.862068965517246,8.743349056603774,0.01738207547169811,8.725966981132077
239383,1881691152.0,ALBANY,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,43.91,20858725,11.0,45,2370,19346.75,52.66666666666666,8.163185654008439,0.018527426160337552,8.144658227848101
239384,1881691152.0,ALBANY,NY,ELI LILLY AND COMPANY,TRADJENTA,9235.73,20858725,11.0,45,2370,19346.75,52.66666666666666,8.163185654008439,3.8969324894514767,4.266253164556963
239589,1881691152.0,ALBANY,NY,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,1829.39,20858644,0.0,20,1629,19935.9,81.45,12.238121546961327,1.1230141190914673,11.11510742786986
239692,1881691152.0,ALBANY,NY,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,25.190000000000005,20858708,12.0,61,3270,26516.15,53.60655737704918,8.108914373088686,0.00770336391437309,8.101211009174312
239795,1881691152.0,ALBANY,NY,DAIICHI SANKYO INC.,WELCHOL,14.19,20858732,0.0,29,1650,15642.36,56.89655172413793,9.480218181818183,0.0086,9.471618181818183
239898,1881691152.0,ALBANY,NY,ELI LILLY AND COMPANY,HUMALOG,37.83,20858667,34.0,118,6780,77423.43,57.45762711864407,11.41938495575221,0.0055796460176991145,11.413805309734512
240001,1881691152.0,ALBANY,NY,NOVARTIS PHARMACEUTICALS CORPORATION,EXFORGE,11.14,20858657,0.0,15,630,3594.38,42.0,5.705365079365079,0.017682539682539685,5.68768253968254
240104,1881691152.0,ALBANY,NY,NOVO NORDISK INC,LEVEMIR,6958.51,20858684,0.0,12,618,5727.71,51.5,9.268139158576052,11.259724919093852,-1.9915857605178005
240207,1881691152.0,ALBANY,NY,NOVO NORDISK INC,NOVOLOG,5210.79,20858702,12.0,54,1922,25646.13,35.592592592592595,13.343459937565036,2.7111290322580643,10.632330905306972
240310,1881691152.0,ALBANY,NY,SANOFI AND GENZYME US COMPANIES,LANTUS,19.49,20858682,0.0,37,1566,16872.81,42.32432432432432,10.774463601532569,0.012445721583652617,10.762017879948916
240413,1881699411.0,BEL AIR,MD,"ABBVIE, INC.",ANDROGEL,25.63000000000001,20873526,0.0,17,845,9755.03,49.70588235294117,11.544414201183432,0.030331360946745572,11.514082840236687
240472,1881699411.0,BEL AIR,MD,ELI LILLY AND COMPANY,HUMALOG,59.92,20873541,19.0,49,3866,27110.62,78.89795918367345,7.0125763062596995,0.015499224004138645,6.997077082255561
240531,1881699411.0,BEL AIR,MD,NOVO NORDISK INC,LEVEMIR,2543.0,20873552,0.0,21,1327,10225.33,63.19047619047619,7.705599095704597,1.9163526752072344,5.789246420497362
240590,1881699411.0,BEL AIR,MD,NOVO NORDISK INC,NOVOLOG,13.49,20873565,12.0,31,2298,24259.66,74.12903225806451,10.55685813751088,0.005870322019147085,10.550987815491732
240649,1881699411.0,BEL AIR,MD,SANOFI AND GENZYME US COMPANIES,LANTUS,22.51,20873550,20.0,69,3452,27928.16,50.02898550724638,8.090428736964078,0.006520857473928158,8.08390787949015
240708,1881699411.0,BEL AIR,MD,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,42.97,20873575,0.0,47,2074,16845.66,44.127659574468076,8.122304725168757,0.020718418514946962,8.10158630665381
240767,1881700698.0,JACKSONVILLE,FL,"ABBVIE, INC.",ANDROGEL,42.46,20876325,0.0,27,975,14141.83,36.111111111111114,14.504441025641025,0.04354871794871795,14.460892307692307
240815,1881700698.0,JACKSONVILLE,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,4274.9,20876365,0.0,30,1260,9642.9,42.0,7.653095238095238,3.3927777777777774,4.260317460317461
240816,1881700698.0,JACKSONVILLE,FL,ELI LILLY AND COMPANY,TRADJENTA,7200.16,20876365,0.0,30,1260,9642.9,42.0,7.653095238095238,5.714412698412699,1.9386825396825396
240911,1881700698.0,JACKSONVILLE,FL,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,7046.67,20876328,0.0,32,1260,15731.5,39.375,12.48531746031746,5.592595238095238,6.892722222222223
240959,1881700698.0,JACKSONVILLE,FL,BRISTOL-MYERS SQUIBB COMPANY,KOMBIGLYZE XR,11.84,20876343,0.0,27,1470,11968.97,54.444444444444436,8.142156462585033,0.008054421768707482,8.134102040816327
241007,1881700698.0,JACKSONVILLE,FL,DAIICHI SANKYO INC.,WELCHOL,10.04,20876369,0.0,15,510,5529.42,34.0,10.842,0.01968627450980392,10.822313725490197
241055,1881700698.0,JACKSONVILLE,FL,ELI LILLY AND COMPANY,HUMALOG,4251.38,20876338,14.0,30,1414,13219.65,47.13333333333333,9.349115983026874,3.006633663366337,6.342482319660537
241103,1881700698.0,JACKSONVILLE,FL,ENDO PHARMACEUTICALS INC.,FORTESTA,106.06,20876337,0.0,16,479,6090.22,29.9375,12.714446764091859,0.221419624217119,12.493027139874739
241151,1881700698.0,JACKSONVILLE,FL,ANIMAS CORPORATION,INVOKANA,14.68,20876340,0.0,11,390,3452.44,35.45454545454545,8.852410256410257,0.03764102564102564,8.814769230769231
241152,1881700698.0,JACKSONVILLE,FL,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,16155.48,20876340,0.0,11,390,3452.44,35.45454545454545,8.852410256410257,41.42430769230769,-32.571897435897434
241153,1881700698.0,JACKSONVILLE,FL,"LIFESCAN, INC.",INVOKANA,37.87000000000001,20876340,0.0,11,390,3452.44,35.45454545454545,8.852410256410257,0.09710256410256413,8.755307692307694
241295,1881710499.0,HOUSTON,TX,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,90.17,20883911,0.0,15,450,3852.95,30.0,8.562111111111111,0.2003777777777778,8.361733333333333
241363,1881710499.0,HOUSTON,TX,DAIICHI SANKYO INC.,WELCHOL,57.39,20883921,0.0,11,510,3250.23,46.36363636363637,6.373,0.11252941176470588,6.260470588235294
241431,1881710499.0,HOUSTON,TX,SANOFI AND GENZYME US COMPANIES,LANTUS,11.86,20883888,25.0,73,3530,35899.85,48.35616438356164,10.169929178470255,0.0033597733711048156,10.16656940509915
241499,1881710499.0,HOUSTON,TX,"SANTARUS, INC",GLUMETZA,10.56,20883876,0.0,12,600,10374.39,50.0,17.29065,0.0176,17.273049999999998
241567,1881710499.0,HOUSTON,TX,ELI LILLY AND COMPANY,HUMALOG,57.31,20883879,24.0,48,1994,25766.19,41.54166666666666,12.921860581745236,0.02874122367101304,12.893119358074223
241635,1881710499.0,HOUSTON,TX,NOVO NORDISK INC,LEVEMIR,48.02,20883890,0.0,21,573,6217.18,27.285714285714285,10.850226876090751,0.08380453752181502,10.766422338568937
241703,1881762326.0,DETROIT,MI,NOVO NORDISK INC,NOVOLOG,91.3,20902726,27.0,76,3874,35240.56,50.97368421052632,9.096685596282912,0.023567372225090345,9.073118224057822
241739,1881777332.0,VERO BEACH,FL,"ABBVIE, INC.",ANDROGEL,87.99,20913220,0.0,25,1200,16778.83,48.0,13.982358333333336,0.073325,13.909033333333335
241826,1881777332.0,VERO BEACH,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,1907.75,20913291,13.0,65,2010,16849.76,30.923076923076927,8.382965174129353,0.9491293532338309,7.433835820895522
241827,1881777332.0,VERO BEACH,FL,ELI LILLY AND COMPANY,TRADJENTA,1808.0,20913291,13.0,65,2010,16849.76,30.923076923076927,8.382965174129353,0.8995024875621891,7.483462686567164
242000,1881777332.0,VERO BEACH,FL,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,19.17,20913227,18.0,56,2630,32516.29,46.964285714285715,12.363608365019012,0.007288973384030419,12.356319391634981
242001,1881777332.0,VERO BEACH,FL,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,36.34,20913227,18.0,56,2630,32516.29,46.964285714285715,12.363608365019012,0.01381749049429658,12.349790874524714
242174,1881777332.0,VERO BEACH,FL,BRISTOL-MYERS SQUIBB COMPANY,BYETTA,15.51,20913228,13.0,45,2730,30129.01,60.66666666666666,11.036267399267398,0.0056813186813186815,11.03058608058608
242261,1881777332.0,VERO BEACH,FL,MERCK SHARP & DOHME CORPORATION,JANUVIA,11.92,20913255,20.0,74,5400,42159.56,72.97297297297297,7.807325925925926,0.0022074074074074075,7.805118518518518
242348,1881777332.0,VERO BEACH,FL,SANOFI AND GENZYME US COMPANIES,LANTUS,53.17,20913256,35.0,131,6259,42170.75,47.778625954198475,6.737617830324333,0.008494967247164083,6.729122863077169
242435,1881777332.0,VERO BEACH,FL,"SANTARUS, INC",GLUMETZA,55.46,20913243,0.0,29,2100,21758.21,72.41379310344827,10.36105238095238,0.02640952380952381,10.334642857142857
242522,1881790632.0,LAFAYETTE,LA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,3516.3,20924027,0.0,37,1608,20199.01,43.45945945945946,12.561573383084577,2.1867537313432837,10.374819651741293
242623,1881790632.0,LAFAYETTE,LA,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,706.35,20924091,14.0,79,3210,26865.31,40.63291139240506,8.369255451713396,0.22004672897196262,8.149208722741434
242724,1881790632.0,LAFAYETTE,LA,ELI LILLY AND COMPANY,FORTEO,58.0,20924042,0.0,17,942,41456.66,55.411764705882355,44.009193205944804,0.06157112526539278,43.94762208067941
242825,1881790632.0,LAFAYETTE,LA,MERCK SHARP & DOHME CORPORATION,JANUVIA,52.71,20924059,14.0,78,3360,27724.25,43.07692307692307,8.25126488095238,0.0156875,8.23557738095238
242926,1881790632.0,LAFAYETTE,LA,NOVO NORDISK INC,LEVEMIR,43.34,20924064,0.0,38,1325,12294.31,34.868421052631575,9.278724528301886,0.03270943396226415,9.246015094339622
243027,1881790632.0,LAFAYETTE,LA,SANOFI AND GENZYME US COMPANIES,LANTUS,8.03,20924062,14.0,36,1552,11384.41,43.111111111111114,7.335315721649485,0.005173969072164948,7.33014175257732
243128,1881797215.0,DENVILLE,NJ,"AKRIMAX PHARMACEUTICALS, LLC",TIROSINT,17.93,20928815,0.0,33,1271,1888.56,38.51515151515152,1.48588512981904,0.014107002360346184,1.4717781274586939
243178,1881797215.0,DENVILLE,NJ,ELI LILLY AND COMPANY,TRADJENTA,2807.6,20928816,0.0,24,1260,10129.9,52.5,8.039603174603174,2.228253968253968,5.811349206349206
243228,1881797215.0,DENVILLE,NJ,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,3552.46,20928777,0.0,17,606,7751.19,35.647058823529406,12.790742574257425,5.862145214521452,6.928597359735973
243278,1881798189.0,LONG BEACH,CA,ELI LILLY AND COMPANY,HUMALOG,26.75,20929883,26.0,94,3374,32302.66,35.893617021276604,9.573995257854179,0.007928275044457617,9.566066982809721
243367,1881798189.0,LONG BEACH,CA,ELI LILLY AND COMPANY,TRADJENTA,20.54,20929927,0.0,18,540,4501.48,30.0,8.336074074074073,0.038037037037037036,8.298037037037036
243456,1881798189.0,LONG BEACH,CA,"ABBVIE, INC.",ANDROGEL,22.22,20929855,0.0,30,1050,17824.29,35.0,16.975514285714286,0.02116190476190476,16.954352380952383
243545,1881840080.0,NORMAL,IL,ELI LILLY AND COMPANY,HUMALOG,50.65,20939565,0.0,16,876,6741.42,54.75,7.695684931506849,0.05781963470319634,7.637865296803653
243551,1891719415.0,BEACHWOOD,OH,"ABBVIE, INC.",ANDROGEL,13.3,20997530,0.0,24,907,10465.65,37.79166666666666,11.538754134509372,0.014663726571113561,11.524090407938258
243631,1891719415.0,BEACHWOOD,OH,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,23.27,20997582,21.0,68,3158,25476.4,46.441176470588225,8.067257758074732,0.007368587713742875,8.05988917036099
243711,1891719415.0,BEACHWOOD,OH,ELI LILLY AND COMPANY,HUMALOG,20.67,20997547,111.0,251,14139,146643.24,56.33067729083666,10.371542541905367,0.001461913855293868,10.370080628050072
243791,1891719415.0,BEACHWOOD,OH,NOVO NORDISK INC,LEVEMIR,34.74,20997559,0.0,12,638,7630.89,53.16666666666666,11.96064263322884,0.05445141065830721,11.906191222570532
243871,1891719415.0,BEACHWOOD,OH,NOVO NORDISK INC,NOVOLOG,84.15,20997577,27.0,72,2887,29989.76,40.09722222222222,10.387862833391063,0.029147904399030138,10.358714928992033
243951,1891720785.0,DALLAS,TX,"ABBVIE, INC.",ANDROGEL,30.61,20999622,0.0,36,1070,13254.59,29.722222222222218,12.387467289719627,0.02860747663551402,12.358859813084113
244009,1891720785.0,DALLAS,TX,"ABBVIE, INC.",SYNTHROID,1011.7,20999669,128.0,678,32277,24040.64,47.6061946902655,0.7448226291167085,0.03134430089537442,0.7134783282213341
244067,1891720785.0,DALLAS,TX,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,17.97,20999661,0.0,16,960,7762.08,60.0,8.0855,0.01871875,8.06678125
244125,1891720785.0,DALLAS,TX,NOVO NORDISK INC,NOVOLOG,19.34,20999657,11.0,39,1248,12862.27,32.0,10.30630608974359,0.015496794871794872,10.290809294871794
244183,1891725206.0,WINTER PARK,FL,NOVO NORDISK INC,LEVEMIR,39.65000000000001,21006414,11.0,37,1234,10207.19,33.351351351351354,8.271628849270664,0.03213128038897894,8.239497568881685
244228,1891725206.0,WINTER PARK,FL,NOVO NORDISK INC,NOVOLOG,13.53,21006423,28.0,70,2822,53714.2,40.31428571428572,19.03408929836995,0.004794472005669737,19.02929482636428
244273,1891729653.0,BAKERSFIELD,CA,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,8.7,21012396,0.0,40,1980,17015.01,49.5,8.593439393939393,0.004393939393939394,8.589045454545454
244316,1891729653.0,BAKERSFIELD,CA,SANOFI AND GENZYME US COMPANIES,LANTUS,6.1800000000000015,21012380,0.0,39,1594,15222.27,40.87179487179487,9.549730238393977,0.003877038895859474,9.545853199498117
244359,1891734612.0,SAN JUAN,PR,ELI LILLY AND COMPANY,FORTEO,13666.679999999995,21018641,0.0,12,350,16193.88,29.16666666666667,46.26822857142857,39.047657142857126,7.220571428571446
244424,1891734612.0,SAN JUAN,PR,ELI LILLY AND COMPANY,HUMALOG,240.14,21018645,13.0,57,1659,17721.84,29.105263157894736,10.682242314647379,0.1447498493068113,10.537492465340568
244489,1891738456.0,ROCKVILLE CENTRE,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,27.06,21024315,11.0,26,1617,13295.91,62.19230769230769,8.222578849721707,0.01673469387755102,8.205844155844156
244547,1891738456.0,ROCKVILLE CENTRE,NY,"ABBVIE, INC.",ANDROGEL,74.76,21024269,0.0,11,800,15114.0,72.72727272727273,18.8925,0.09345,18.799049999999998
244605,1891738456.0,ROCKVILLE CENTRE,NY,AMGEN INC.,PROLIA,34.74,21024308,21.0,34,3018,28715.83,88.76470588235294,9.514854208084826,0.011510934393638171,9.503343273691188
244663,1891738456.0,ROCKVILLE CENTRE,NY,"AUXILIUM PHARMACEUTICALS, INC.",TESTIM,98.81,21024313,0.0,21,1600,24659.1,76.19047619047619,15.411937499999999,0.06175625,15.350181249999999
244721,1891738456.0,ROCKVILLE CENTRE,NY,DAIICHI SANKYO INC.,WELCHOL,14.65,21024322,18.0,47,3074,28062.49,65.40425531914893,9.12898178269356,0.0047657774886141835,9.124216005204945
244779,1891738456.0,ROCKVILLE CENTRE,NY,ELI LILLY AND COMPANY,FORTEO,45.07000000000001,21024279,11.0,63,2399,108131.68,38.079365079365076,45.07364735306378,0.01878699458107545,45.0548603584827
244837,1891738456.0,ROCKVILLE CENTRE,NY,ELI LILLY AND COMPANY,HUMALOG,18.29,21024285,39.0,110,7156,58976.68,65.05454545454545,8.241570709893795,0.0025558971492453883,8.23901481274455
244895,1891738456.0,ROCKVILLE CENTRE,NY,SANOFI AND GENZYME US COMPANIES,LANTUS,98.45,21024292,22.0,87,4933,35252.18,56.70114942528736,7.146195013176566,0.019957429556051086,7.126237583620515
244953,1891738720.0,PEMBROKE PINES,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,12.23,21024608,28.0,112,4770,39247.29,42.589285714285715,8.227943396226415,0.0025639412997903563,8.225379454926625
244954,1891738720.0,PEMBROKE PINES,FL,ELI LILLY AND COMPANY,TRADJENTA,5749.58,21024608,28.0,112,4770,39247.29,42.589285714285715,8.227943396226415,1.2053626834381552,7.02258071278826
245121,1891738720.0,PEMBROKE PINES,FL,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,1789.28,21024541,0.0,33,1099,14348.27,33.303030303030305,13.05575068243858,1.628098271155596,11.427652411282985
245205,1891738720.0,PEMBROKE PINES,FL,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,43.3,21024598,16.0,55,3330,26917.03,60.54545454545455,8.083192192192191,0.013003003003003001,8.070189189189188
245289,1891738720.0,PEMBROKE PINES,FL,ELI LILLY AND COMPANY,FORTEO,22.29,21024553,0.0,32,1137,52234.16,35.53125,45.94033421284081,0.019604221635883903,45.92072999120493
245373,1891738720.0,PEMBROKE PINES,FL,ELI LILLY AND COMPANY,HUMALOG,58.71,21024560,25.0,91,4838,63216.53,53.164835164835175,13.066665977676726,0.012135179826374536,13.05453079785035
245457,1891738720.0,PEMBROKE PINES,FL,NOVO NORDISK INC,LEVEMIR,17.85,21024574,0.0,36,1594,19225.07,44.27777777777778,12.060897114178168,0.011198243412797994,12.04969887076537
